EventID,Field,Value,Hexadecimal,Translation,Notes
,,"c5c0786f-6b67-4b16-927f-9787ef110817",,"ms-Exch-Sync-Mailbox-Health-Log-File-Path",
,,"64bf1e2e-50fa-4b64-80c4-c61e1a99af81",,"ms-Exch-Sync-Mailbox-Health-Log-Per-File-Size-Quota",
,,"da4720f4-12a6-465d-9e89-66782e9df671",,"ms-Exch-Sync-Mailbox-Log-Age-Quota-In-Hours",
,,"47a95764-e106-49c8-8d3e-10b62012b8bb",,"ms-Exch-Sync-Mailbox-Log-Directory-Size-Quota",
,,"b3d54062-3582-4e6e-937b-376bdca670ec",,"ms-Exch-Sync-Mailbox-Log-File-Path",
,,"422013b7-e7a8-459c-9dec-29272ce618fa",,"ms-Exch-Sync-Mailbox-Log-Logging-Level",
,,"d2d67a1c-6690-4965-a118-674b37d2baaa",,"ms-Exch-Sync-Mailbox-Log-Per-File-Size-Quota",
,,"ef1a8bc3-42cf-47d1-a4a8-a7695f5033e4",,"ms-Exch-Sync-Service-Instance-New-Tenant-Max-Version",
,,"9f5c9e71-d543-483b-b040-1a317e31d394",,"ms-Exch-Sync-Service-Instance-New-Tenant-Min-Version",
,,"20a151f6-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Synchronization-Direction",
,,"22e81fbf-33ec-4a1f-84bf-04c289372f7f",,"ms-Exch-System-Address-List",
,,"9cf1aa93-b31c-4725-9d50-ab7ab1d3ca1e",,"ms-Exch-System-Mailbox",
,,"bd43a810-4348-459f-bfa4-e1a44bd57259",,"ms-Exch-System-Message-Customizations",
,,"0bffa04c-7d8e-44cd-968a-b2cac11d17e1",,"ms-Exch-System-Objects-Container",
,,"ba085a33-8807-4c6c-9522-2cf5a2a5e9c2",,"ms-Exch-System-Policy",
,,"32412a7a-22af-479c-a444-624c0137122e",,"ms-Exch-System-Policy-Container",
,,"a8df7481-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-T-Selector",
,,"63aafa32-0469-4780-8124-0b6f6e6504e5",,"ms-Exch-TLS-Receive-Domain-Secure-List",
,,"3284b770-0959-4373-9529-c57c071f2986",,"ms-Exch-TLS-Send-Domain-Secure-List",
,,"a8df74db-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-TP4-Stack",
,,"a8df74dc-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-TP4-X400-Link",
,,"1f0c5c1b-00fd-4de3-8b16-cdb4e9a344f7",,"ms-Exch-TPD-CSP-Name",
,,"4ca7c802-f109-4e02-800d-d4162bc72884",,"ms-Exch-TPD-CSP-Type",
,,"66d94ddc-0104-4b49-b806-9e16cc3ce308",,"ms-Exch-TPD-Display-Name",
,,"0738ddc6-6246-412d-8405-f8b39b15b1c9",,"ms-Exch-TPD-Extranet-Certification-Url",
,,"4894e6b8-4af7-4705-b86f-9354c66751b3",,"ms-Exch-TPD-Extranet-Licensing-Url",
,,"4497b9e9-9ae2-4118-91cf-76a76fee4ef1",,"ms-Exch-TPD-Flags",
,,"ee4ff29d-c626-40e3-89ec-9776c949c703",,"ms-Exch-TPD-Intranet-Certification-Url",
,,"9cd27f97-fd3b-4fbf-b093-ed6589b43363",,"ms-Exch-TPD-Intranet-Licensing-Url",
,,"f04e3ad3-a551-447d-a591-e535c5a6c8ab",,"ms-Exch-TPD-Key-Container-Name",
,,"4b0a7d31-5d57-4633-8578-10b6c0c09b6c",,"ms-Exch-TPD-Key-ID",
,,"3cbb6448-c376-4f91-9ae8-2a64b35b1a39",,"ms-Exch-TPD-Key-IDType",
,,"507dc7fa-1749-46f0-84c5-8abd17ca278f",,"ms-Exch-TPD-Key-Number",
,,"ed1126a2-fe48-42ff-9a88-d09d13a48a85",,"ms-Exch-TPD-Private-Key",
,,"64c9c6ec-82de-462e-ac9c-71e9280fda99",,"ms-Exch-TPD-SLC-Certificate-Chain",
,,"d32ae889-d44b-41ef-8d7a-6bf98bb2661c",,"ms-Exch-TPD-Templates",
,,"567d521f-2f6a-11d3-aa6c-00c04f8eedd8",,"ms-Exch-TUI-Password",
,,"567d522a-2f6a-11d3-aa6c-00c04f8eedd8",,"ms-Exch-TUI-Speed",
,,"567d5225-2f6a-11d3-aa6c-00c04f8eedd8",,"ms-Exch-TUI-Volume",
,,"f0f8ff9f-1191-11d0-a060-00aa006c33ed",,"ms-Exch-Target-Address",
,,"20da8a66-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Target-Bridgehead-Servers-DN",
,,"a8df7483-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Target-MTAs",
,,"7fda5a55-a9cd-469c-a9e0-9ae3c5e730f0",,"ms-Exch-Target-Server-Admins",
,,"2a8a9f2d-1f44-4abf-b305-165fe734c703",,"ms-Exch-Target-Server-Partner-Admins",
,,"16bbcf97-28e3-4ab6-a450-2009c8fccbf7",,"ms-Exch-Target-Server-Partner-View-Only-Admins",
,,"5cea444c-3f49-4002-80db-ae58aa7fb812",,"ms-Exch-Target-Server-View-Only-Admins",
,,"3272e530-8328-40cc-8b77-590022592a65",,"ms-Exch-Team-Mailbox-Expiration",
,,"ba008ea6-d5e0-4bbf-b64a-bf146e81f5ad",,"ms-Exch-Team-Mailbox-Expiry-Days",
,,"bf67df10-5e16-4c01-9821-cde3a04651a9",,"ms-Exch-Team-Mailbox-Owners",
,,"7085fa04-f3c2-4f53-886a-3142da4f1610",,"ms-Exch-Team-Mailbox-Provisioning-Policy",
,,"9601cefe-59e1-4634-a0f3-c9557556be9a",,"ms-Exch-Team-Mailbox-SharePoint-Linked-By",
,,"a480e652-4ff8-4197-a879-fab05aa636ac",,"ms-Exch-Team-Mailbox-SharePoint-Url",
,,"be38ed58-a178-4711-9de4-3d7d8a64853e",,"ms-Exch-Team-Mailbox-Show-In-Client-List",
,,"a8df7484-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Telephone-Assistant",
,,"a8df7487-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Telephone-Personal-Pager",
,,"a8df7488-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Temp-Assoc-Threshold",
,,"211fae98-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Template-RDNs",
,,"055ce1ed-5e8a-4993-948e-bcfd0ad731ee",,"ms-Exch-Tenant-Country",
,,"8e11a5b0-5428-4d27-bea6-4dbac4f17ebe",,"ms-Exch-Tenant-Perimeter-Settings",
,,"4e30517f-9074-4222-9166-e94c65b81dfa",,"ms-Exch-Tenant-Perimeter-Settings-Flags",
,,"9d4a3e3e-c73d-416b-a801-eec59b48619a",,"ms-Exch-Tenant-Perimeter-Settings-Gateway-IP-Addresses",
,,"9580534f-48a6-48f6-925b-67f4a46d81c8",,"ms-Exch-Tenant-Perimeter-Settings-Internal-Server-IP-Addresses",
,,"da93e895-5dab-4e16-92ca-4a791fcdc067",,"ms-Exch-Tenant-Perimeter-Settings-Org-ID",
,,"eec53940-442f-4815-bbc1-12e3b44775cd",,"ms-Exch-Text-Messaging-State",
,,"502d89ae-5a6d-4d9d-a1d7-18fe33978199",,"ms-Exch-Third-Party-Synchronous-Replication",
,,"51c80e5a-ad2e-4053-88db-74747b523468",,"ms-Exch-Throttling-Is-Default-Policy",
,,"969ecdf1-a388-4f73-80a5-56a9acc4cde7",,"ms-Exch-Throttling-Policy",
,,"8f87a4fd-0dc1-4b99-8b72-a7fad4d25c1d",,"ms-Exch-Throttling-Policy-DN",
,,"a8f5a19a-e99c-487b-be0b-b7ce48f61aba",,"ms-Exch-Throttling-Policy-Flags",
,,"872a2c26-e51f-4e17-ac2e-af91c0247e08",,"ms-Exch-Tls-Alternate-Subject",
,,"2196e42c-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Track-Duplicates",
,,"bf967a57-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Tracking-Log-Path-Name",
,,"a8df748a-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Trans-Retry-Mins",
,,"a8df748b-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Trans-Timeout-Mins",
,,"a8df748c-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transfer-Retry-Interval",
,,"a8df748d-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transfer-Timeout-Non-Urgent",
,,"a8df748e-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transfer-Timeout-Normal",
,,"a8df748f-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transfer-Timeout-Urgent",
,,"a8df7490-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Translation-Table-Used",
,,"6bb358b3-96c3-4d49-a527-5a2dafb7d29f",,"ms-Exch-Transport-Connectivity-Log-Directory-Size",
,,"f28849f1-b727-4875-9631-a4d77a71ac8e",,"ms-Exch-Transport-Connectivity-Log-File-Size",
,,"2c8be23b-891c-4d6a-95c4-aaaccf3718ab",,"ms-Exch-Transport-Connectivity-Log-Path",
,,"82906765-40e3-4720-b6b4-c4edd2c884bb",,"ms-Exch-Transport-Delay-Notification-Timeout",
,,"ed876760-4e9a-4dbb-b5e3-8ce67c34a560",,"ms-Exch-Transport-Delivery-Agent-Delivery-Protocol",
,,"ae771ff9-0149-4092-b773-60f397aefda4",,"ms-Exch-Transport-Delivery-Agent-Max-Concurrent-Connections",
,,"b33a4a54-6c1e-4357-8c5a-7807d2b0cf97",,"ms-Exch-Transport-Delivery-Agent-Max-Messages-Per-Connection",
,,"084e4326-a763-4924-b195-23266387881e",,"ms-Exch-Transport-Drop-Directory-Name",
,,"15e02a32-1b7d-4112-8b3b-6fe3ec8050a7",,"ms-Exch-Transport-Drop-Directory-Quota",
,,"6ab27934-69cd-459d-bcdd-932df5d89885",,"ms-Exch-Transport-Dumpster-Hold-Time",
,,"a8df7491-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transport-Expedited-Data",
,,"ea8711d6-cd4e-4393-872e-cd51b94e4f61",,"ms-Exch-Transport-External-DNS-Adapter-Guid",
,,"9c29a174-2ea1-45ab-a4ee-053c0ed6cf2c",,"ms-Exch-Transport-External-DNS-Protocol-Option",
,,"efa0fc2f-d57c-46ca-ba9d-075de4d18c8b",,"ms-Exch-Transport-External-DSN-Reporting-Authority",
,,"d24029fa-c2a4-4096-923c-aa3eda67997c",,"ms-Exch-Transport-External-Default-Language",
,,"1f540f8b-1556-4234-a7f1-9a7fbcd58f53",,"ms-Exch-Transport-External-IP-Address",
,,"77d38312-37bf-4a45-aefb-7bb420e9bbdb",,"ms-Exch-Transport-External-Max-DSN-Message-Attachment-Size",
,,"96c984d5-35a1-4fcb-af00-df0fa34563a0",,"ms-Exch-Transport-External-Postmaster-Address",
,,"052ed1e9-c417-4503-a805-327b48daa4ca",,"ms-Exch-Transport-External-Trusted-Servers",
,,"da21ac8d-71ca-4781-93c4-1ba2e0696abe",,"ms-Exch-Transport-Flags",
,,"f5e9bfdf-d966-4a60-bca6-9a640f7c6b66",,"ms-Exch-Transport-Inbound-Protocol-Logging-Level",
,,"6f4478eb-8832-4174-9912-33d33968484f",,"ms-Exch-Transport-Inbound-Settings",
,,"580a335c-f4a4-48c7-8428-45983f925810",,"ms-Exch-Transport-Internal-DNS-Adapter-Guid",
,,"e311eaea-dc16-410b-9f4e-74de2c64fcd2",,"ms-Exch-Transport-Internal-DNS-Protocol-Option",
,,"bbcba5ac-98f4-4db2-b00d-5f4634673dd1",,"ms-Exch-Transport-Internal-DNS-Servers",
,,"2597b9d5-553d-4a08-b9ad-1b7a06ab4496",,"ms-Exch-Transport-Internal-DSN-Reporting-Authority",
,,"73b7aa28-c725-4a63-9f07-360e67797bcc",,"ms-Exch-Transport-Internal-Default-Language",
,,"661c7a76-2c6f-49ca-9839-f170cf000d52",,"ms-Exch-Transport-Internal-Max-DSN-Message-Attachment-Size",
,,"2401fe52-c440-4106-88e0-c738112ee6e1",,"ms-Exch-Transport-Internal-Postmaster-Address",
,,"e67ff0db-2e94-4c1e-8436-f0ab1b61a549",,"ms-Exch-Transport-Intra-Tenant-Mail-Content-Type",
,,"c52f01fd-2c29-4dba-8266-1a5b24354958",,"ms-Exch-Transport-Max-Concurrent-Mailbox-Deliveries",
,,"cd55cb2c-9bb4-4e7b-bccd-3125e5880a27",,"ms-Exch-Transport-Max-Concurrent-Mailbox-Submissions",
,,"90e8e933-a32a-495e-a1fc-e272f1d59eff",,"ms-Exch-Transport-Max-Connectivity-Log-Age",
,,"237db0aa-e613-45d0-b9cb-1d48d756f973",,"ms-Exch-Transport-Max-Message-Tracking-Directory-Size",
,,"3bdbc26d-4f49-4103-b554-683eba655f16",,"ms-Exch-Transport-Max-Message-Tracking-File-Size",
,,"bbc58701-4e17-491d-b4bc-f82e54e97c11",,"ms-Exch-Transport-Max-Message-Tracking-Log-Age",
,,"415956f5-86f9-45ed-bce8-c7f3b209a434",,"ms-Exch-Transport-Max-Pickup-Directory-Header-Size",
,,"0137dcec-dbe4-4f92-aced-594baaca0cad",,"ms-Exch-Transport-Max-Pickup-Directory-Message-Size",
,,"ac791a68-0ded-4fba-b53f-2cc9f49c3439",,"ms-Exch-Transport-Max-Pickup-Directory-Messages-Per-Minute",
,,"cff6ab55-e291-4f2f-9c01-e0224bd27c89",,"ms-Exch-Transport-Max-Pickup-Directory-Recipients",
,,"9d4bc004-9626-4e5c-8065-2bdc5e9dd70d",,"ms-Exch-Transport-Max-Queue-Idle-Time",
,,"672e6c8b-c8a6-446f-9667-0434c1364268",,"ms-Exch-Transport-Max-Receive-Protocol-Log-Age",
,,"2edc6de8-17d4-4503-9541-59ecfd6591ff",,"ms-Exch-Transport-Max-Receive-Protocol-Log-Directory-Size",
,,"285ac9be-d698-4f63-b55d-23e1c103cc4d",,"ms-Exch-Transport-Max-Receive-Protocol-Log-File-Size",
,,"c08ba8b6-69f0-415a-ba22-0c2e2b20e842",,"ms-Exch-Transport-Max-Recipient-Statistics-Log-Age",
,,"d9df725c-59dd-483b-bb9b-136b0b06d79e",,"ms-Exch-Transport-Max-Send-Protocol-Log-Age",
,,"bfc689f2-6cf3-4a2c-805a-ced61f5ad4c0",,"ms-Exch-Transport-Max-Send-Protocol-Log-Directory-Size",
,,"3526af44-f92c-4fbf-a156-9174b19e29eb",,"ms-Exch-Transport-Max-Send-Protocol-Log-File-Size",
,,"c49ab3a8-fcc7-4385-9629-22b9eb474d51",,"ms-Exch-Transport-Max-Server-Statistics-Log-Age",
,,"64b0404f-9ed7-4b87-ab88-642a7b6d6119",,"ms-Exch-Transport-MaxRetriesForLocalSiteShadow",
,,"85dd1356-bde2-462d-ade8-118f0adb0e62",,"ms-Exch-Transport-MaxRetriesForRemoteSiteShadow",
,,"3f370881-7631-463f-a9ec-5ef2419a99a7",,"ms-Exch-Transport-Message-Expiration-Timeout",
,,"e088074e-94eb-4f56-a290-ba7904cb0ff3",,"ms-Exch-Transport-Message-Retry-Interval",
,,"85e6cb8c-7650-46b6-be40-0212f3908684",,"ms-Exch-Transport-Message-Tracking-Path",
,,"9f9307e1-61a6-44fe-82fd-317d7ab5a4cb",,"ms-Exch-Transport-Outbound-Connection-Failure-Retry-Interval",
,,"d275e368-c7d7-48c6-be74-0d368e6ef376",,"ms-Exch-Transport-Outbound-Protocol-Logging-Level",
,,"c854cf23-7167-4029-9834-e72fab2db919",,"ms-Exch-Transport-Outbound-Settings",
,,"dbc826a6-ae28-4503-a83e-67ecb70dc0a5",,"ms-Exch-Transport-Partner-Connector-Domain",
,,"20aa4f62-a296-4e16-8b6b-0438986a81c6",,"ms-Exch-Transport-Partner-Routing-Domain",
,,"0212ed3a-b0c9-47b8-b49f-6dffcd673504",,"ms-Exch-Transport-Per-Queue-Message-Dehydration-Threshold",
,,"33e5848b-7424-4170-9e8c-c90ce0d4a765",,"ms-Exch-Transport-Pickup-Directory-Path",
,,"681e59f0-da7e-4ce7-b790-8c380ad0fc1a",,"ms-Exch-Transport-Pipeline-Tracing-Path",
,,"857cf6eb-be54-47f0-b553-bd8163503317",,"ms-Exch-Transport-Pipeline-Tracing-Sender-Address",
,,"1883a897-0de5-4fe1-95f2-570c74c04642",,"ms-Exch-Transport-Poison-Message-Threshold",
,,"671678de-d55d-4b6e-b3ff-900a6301cf02",,"ms-Exch-Transport-Receive-Protocol-Log-Path",
,,"a762a99b-30eb-42c3-ba5e-521b5a017734",,"ms-Exch-Transport-Recipient-Settings-Flags",
,,"7365af57-6829-45e9-9eba-2c6f77136762",,"ms-Exch-Transport-Recipient-Statistics-Directory-Size",
,,"9c40d725-8a64-40de-ac59-632ede8e6b0b",,"ms-Exch-Transport-Recipient-Statistics-File-Size",
,,"11e9ea4b-79af-4076-ab59-904d2baaec1e",,"ms-Exch-Transport-Recipient-Statistics-Path",
,,"181757c7-e7aa-44f4-9698-2ef5db09797c",,"ms-Exch-Transport-Replay-Directory-Path",
,,"2bf3c9c7-0610-46ec-87e1-86e5feac7d59",,"ms-Exch-Transport-Reseller-Intra-Tenant-Mail-Content-Type",
,,"b1b0cbaf-ea35-4648-bf56-3f916a38fdae",,"ms-Exch-Transport-Reseller-Settings",
,,"283da14c-9f01-4cc7-9dd0-5cc4aa5a2abc",,"ms-Exch-Transport-Reseller-Settings-Inbound-Gateway-ID",
,,"a8edc6e1-c350-458a-9a0c-69c17b68e910",,"ms-Exch-Transport-Reseller-Settings-Link",
,,"5034a8c3-b089-4db1-8f3e-46491d4bb20a",,"ms-Exch-Transport-Reseller-Settings-Link-SL",
,,"e8520adf-c0d3-456d-a215-69c4ef342532",,"ms-Exch-Transport-Reseller-Settings-Outbound-Gateway-ID",
,,"5ead7d97-6156-4649-b6ca-fa650e30323f",,"ms-Exch-Transport-Root-Drop-Directory-Path",
,,"52258c5c-49aa-4d3a-a3f5-e7343c0411c6",,"ms-Exch-Transport-Routing-Log-Max-Age",
,,"ca6b2c83-eb6c-4164-a5c4-54ebfe34417f",,"ms-Exch-Transport-Routing-Log-Max-Directory-Size",
,,"1e94d6db-cc7b-42cb-a51d-145f1a8e0eae",,"ms-Exch-Transport-Routing-Log-Path",
,,"fb031bae-baac-4599-8e29-2710df94fa0c",,"ms-Exch-Transport-Rule",
,,"2230472b-4dc2-46af-9eb9-48f85e86471b",,"ms-Exch-Transport-Rule-Collection",
,,"a4762d0c-df8c-48d4-a23c-cdee384a45dd",,"ms-Exch-Transport-Rule-Config",
,,"4b049d4a-cb18-46c7-ba43-bf17457c5662",,"ms-Exch-Transport-Rule-ExpireTime",
,,"6c890f5e-3530-4dd6-8d08-671b3069d41b",,"ms-Exch-Transport-Rule-Immutable-Id",
,,"fb7c3663-bc2c-4bf7-820e-03d6d481e95d",,"ms-Exch-Transport-Rule-Priority",
,,"063d40fe-26c5-496d-a59b-75b00c763e65",,"ms-Exch-Transport-Rule-State",
,,"843d0508-c66b-4383-b306-007d27f22a1b",,"ms-Exch-Transport-Rule-Target-BL",
,,"e58513b2-0cc0-4a9d-a0b2-2a6dbbbebf6d",,"ms-Exch-Transport-Rule-Target-Link",
,,"2f96b096-632a-4a8d-862a-3cdc9ffc61dd",,"ms-Exch-Transport-Rule-Version",
,,"fa601087-d9bd-4f29-be0f-adedf92d43e7",,"ms-Exch-Transport-Rule-Xml",
,,"65afdd90-33ad-4f6f-9f17-29b998c38957",,"ms-Exch-Transport-Security-Descriptor",
,,"3ec000d9-6b24-4445-a311-313635de352c",,"ms-Exch-Transport-Send-Protocol-Log-Path",
,,"97dbb3b9-3c29-4754-a412-bce002444adc",,"ms-Exch-Transport-Server-Statistics-Directory-Size",
,,"1360d92f-dc05-4ecd-9978-08e85fc011ad",,"ms-Exch-Transport-Server-Statistics-File-Size",
,,"3d83b9f4-a6dc-4ce4-a098-59c9350a9fdd",,"ms-Exch-Transport-Server-Statistics-Path",
,,"7dc6b928-c5e8-438a-88b5-5e61551297b0",,"ms-Exch-Transport-Settings",
,,"f19747b6-26df-464a-acce-2dddf180107a",,"ms-Exch-Transport-Settings-AV-Flags",
,,"3ba5dfa9-f7b8-499f-a542-4758f82ba14c",,"ms-Exch-Transport-Settings-Flags",
,,"b6c9052b-1e56-4d2f-82d2-f66db3ab95ec",,"ms-Exch-Transport-Shadow-Heartbeat-Retry-Count",
,,"0b178d0c-c583-4561-8ae1-0996ff080b6b",,"ms-Exch-Transport-Shadow-Heartbeat-Timeout-Interval",
,,"f083a286-a677-4711-ae0a-4f2f6a7d5c9c",,"ms-Exch-Transport-Shadow-Message-AutoDiscard-Interval",
,,"9d87b436-f668-4887-97a6-792aa77d87be",,"ms-Exch-Transport-Site-Flags",
,,"a8df74dd-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Transport-Stack",
,,"68a1fa12-91fc-4ea7-954d-bdfa3fdeabcb",,"ms-Exch-Transport-Submission-Server-Override-List",
,,"20c11750-d1f0-4240-b832-50726b6f351c",,"ms-Exch-Transport-Total-Queue-Message-Dehydration-Threshold",
,,"41a4579e-4db4-43a3-9319-4b537b4e30f3",,"ms-Exch-Transport-Transient-Failure-Retry-Count",
,,"dd308d84-d88f-4005-81e0-e89c9b9778a2",,"ms-Exch-Transport-Transient-Failure-Retry-Interval",
,,"21d27ef6-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Trk-Log-Cleaning-Interval",
,,"0ed9df2d-bcdd-467e-8f90-ffc8473361ff",,"ms-Exch-Truncation-Lag",
,,"a8df7492-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Trust-Level",
,,"23f1fb01-26be-475f-a9fc-ab96a97158a1",,"ms-Exch-Trusted-Domain-BL",
,,"dafe11af-9d8a-4c2e-a0e1-45481e818a2d",,"ms-Exch-Trusted-Domain-Link",
,,"8b60f7f8-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Turf-List",
,,"0b836daa-3b20-11d3-aa6f-00c04f8eedd8",,"ms-Exch-Turf-List-Action",
,,"0b836da0-3b20-11d3-aa6f-00c04f8eedd8",,"ms-Exch-Turf-List-Names",
,,"01dbe64c-bfeb-47cd-9939-8911946bdd6d",,"ms-Exch-Turf-List-Options",
,,"a8df7493-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Turn-Request-Threshold",
,,"a8df7494-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Two-Way-Alternate-Facility",
,,"167758aa-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-Type",
,,"b17c00b8-46b9-484e-b053-d5c26835f11e",,"ms-Exch-UC-Voice-Mail-Settings",
,,"baca4700-482d-42f0-ac89-a4cb52ab7218",,"ms-Exch-UG-Event-Subscription-BL",
,,"7ed798f3-ef08-42e2-bdc0-d755ca792c1c",,"ms-Exch-UG-Event-Subscription-Link",
,,"c96acb32-055b-49e2-913d-9e5b1f013db3",,"ms-Exch-UG-Member-BL",
,,"2fd39278-ad8a-486f-9ddf-add968e2ca9c",,"ms-Exch-UG-Member-Link",
,,"39872559-7b5e-425f-8623-95e14cc4fb15",,"ms-Exch-UM-ASR-Enabled",
,,"186df8d8-57bc-46a0-b9cd-74888f8eb1e5",,"ms-Exch-UM-Addresses",
,,"c7ed0e7c-1caa-42aa-9fa3-9c7986d472e3",,"ms-Exch-UM-Allowed-In-Country-Groups",
,,"bfe9de74-78aa-4828-9507-2d5395f2fa58",,"ms-Exch-UM-Allowed-International-Groups",
,,"e9fc3238-446f-4558-b74f-6261c7d44567",,"ms-Exch-UM-Audio-Codec",
,,"b1c78c4e-fa13-4b90-9832-bb65dd0d2845",,"ms-Exch-UM-Audio-Codec-2",
,,"a0849bf5-7741-4422-a22d-ae8b08e156df",,"ms-Exch-UM-Auto-Attendant",
,,"0d9d9da7-3864-4149-b958-798abd1d952f",,"ms-Exch-UM-Auto-Attendant-After-Hour-Features",
,,"2c89524d-373c-41aa-a764-fc29ffb08ffc",,"ms-Exch-UM-Auto-Attendant-Business-Hour-Features",
,,"65a0c330-8beb-4817-b425-46d3c3c278b9",,"ms-Exch-UM-Auto-Attendant-Business-Hour-Schedule",
,,"e53ba257-1d00-4265-9f21-9dc2cb30feb2",,"ms-Exch-UM-Auto-Attendant-Dial-Plan-BL",
,,"1e407dcd-7554-4acc-9ad7-db001dc99542",,"ms-Exch-UM-Auto-Attendant-Dial-Plan-Link",
,,"8c7ac62e-e9cc-4d34-b20e-c5890a52d616",,"ms-Exch-UM-Auto-Attendant-Dialed-Numbers",
,,"a33ae847-be13-43c9-ab96-036423eeeb0e",,"ms-Exch-UM-Auto-Attendant-Flags",
,,"ebc6522f-5afe-4d6b-a43c-b35d5cf4218e",,"ms-Exch-UM-Auto-Attendant-Holiday-Schedule",
,,"73dc1901-8d70-4e4a-97ad-e7cc1934b712",,"ms-Exch-UM-Auto-Attendant-Prompt-Change-Key",
,,"29b0f6f8-d62b-4b5f-b688-e71ab2ca9a87",,"ms-Exch-UM-Auto-Attendant-Time-Zone",
,,"d80a776c-a126-4631-8c80-b44f4c2c886e",,"ms-Exch-UM-Available-In-Country-Groups",
,,"76a0afa7-7081-4852-a000-f39e73f2a73d",,"ms-Exch-UM-Available-International-Groups",
,,"04000bd4-0a40-497c-a062-fedaaa2833ae",,"ms-Exch-UM-Available-Languages",
,,"d3b17b08-0454-47df-bf88-73dfe8b7f8f8",,"ms-Exch-UM-Available-TTS-Languages",
,,"9f6445b5-5ae8-46d0-80c3-97d7110b2d22",,"ms-Exch-UM-Business-Location",
,,"f40632a8-1599-4a48-aeb4-ca2c1e7ed928",,"ms-Exch-UM-Business-Name",
,,"25ecfbc0-3dd2-4c6a-80fa-3e48378b9557",,"ms-Exch-UM-Call-Failures-To-Disconnect",
,,"d3efed30-67d2-4719-b9cd-3cb3c95a9663",,"ms-Exch-UM-Call-Someone-Enabled",
,,"4ab4a2dc-6cc5-4879-bc8b-1e8cd082472d",,"ms-Exch-UM-Call-Someone-Scope",
,,"7ab997c0-d10a-47ee-b45d-d79cce0b4eee",,"ms-Exch-UM-Calling-Line-ID-Formats",
,,"1645ee1b-cc21-401f-97d2-164a78773013",,"ms-Exch-UM-Calling-Line-IDs",
,,"f5b4d77b-dc07-41a5-add1-05c0fc7601b6",,"ms-Exch-UM-Certificate-Thumbprint",
,,"53f7c905-e94e-4983-95a2-16ec92218da5",,"ms-Exch-UM-Country-Code",
,,"4126c33f-8f2b-41e2-a41e-856ba598b8f0",,"ms-Exch-UM-DTMF-Fallback-Auto-Attendant-BL",
,,"d0101a82-3762-41cb-952a-92b76f3188c3",,"ms-Exch-UM-DTMF-Fallback-Auto-Attendant-Link",
,,"27966da7-4eca-464d-b8ff-803035aa20de",,"ms-Exch-UM-Default-Language",
,,"6fd0b452-3b96-4a04-a09e-55edc06e5282",,"ms-Exch-UM-Default-Mailbox",
,,"7c26f336-6f56-4cde-9c3f-d5149f7d186c",,"ms-Exch-UM-Default-Outbound-Calling-Line-ID",
,,"c02b3c2a-f405-413b-9d9b-888f0bf55af1",,"ms-Exch-UM-Default-TTS-Language",
,,"d5cc2eee-3216-47e3-a68c-dcb89941d210",,"ms-Exch-UM-Dial-By-Name-Primary",
,,"a58ef719-194e-4aa6-8dc5-7241de1534b7",,"ms-Exch-UM-Dial-By-Name-Secondary",
,,"df0fd94f-126f-42bd-a02f-aa0bac5a31d7",,"ms-Exch-UM-Dial-Plan",
,,"1abc4444-148f-4a56-aac9-15ede8ec2371",,"ms-Exch-UM-Dial-Plan-Default-Auto-Attendant-BL",
,,"9866d5ba-7bd9-459f-9fb4-6b222101559b",,"ms-Exch-UM-Dial-Plan-Default-Auto-Attendant-Link",
,,"14f61519-0a53-414f-8976-69dcc81f35af",,"ms-Exch-UM-Dial-Plan-Dialed-Numbers",
,,"4d7863e2-0225-43f4-94d7-38ae544d1986",,"ms-Exch-UM-Dial-Plan-Flags",
